study_id,study,description,sample_file,category_label,category,fold_change,original_p_value,adjusted_p_value
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,sphingomyelin d18:1,CHEBI:17636,12574.618357487923,1.1425479195493979e-08,4.1893423716811256e-08
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,sphingomyelin,CHEBI:64583,10288.324110671936,1.7249862169695323e-08,4.743712096666214e-08
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,diterpenoid,CHEBI:23849,144.41288628335766,1.2857343425456954e-06,2.8286155536005297e-06
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,glycerophosphocholine,CHEBI:36313,344.51009198597046,1.603724550321305e-05,2.9401616755890593e-05
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,icosanoid,CHEBI:23899,140.32432141028062,9.625601004859653e-05,0.00015125944436208025
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,diol,CHEBI:23824,126.02624189019076,0.00011922629602422237,0.00016393615703330576
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,oligosaccharide,CHEBI:50699,1028.8324110671936,0.000971528007082031,0.0011874231197669266
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,phosphatidylcholine,CHEBI:64482,698.5899087493291,0.0014304814561681984,0.0015735296017850182
MTBLS165,Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth – Three Phases in Early Lactation and Progressive Individual Differences,"Ursids (bears) in general, and giant pandas in particular, are highly altricial at birth. The components of bear milks and their changes with time may be uniquely adapted to nourish relatively immature neonates, protect them from pathogens, and support the maturation of neonatal digestive physiology. Serial milk samples collected from three giant pandas in early lactation were subjected to untargeted metabolite profiling and multivariate analysis. Changes in milk metabolites with time after birth were analysed by Principal Component Analysis, Hierarchical Cluster Analysis and further supported by Orthogonal Partial Least Square-Discriminant Analysis, revealing three phases of milk maturation: days 1–6 (Phase 1), days 7–20 (Phase 2), and beyond day 20 (Phase 3). While the compositions of Phase 1 milks were essentially indistinguishable among individuals, divergences emerged during the second week of lactation. OPLS regression analysis positioned against the growth rate of one cub tentatively inferred a correlation with changes in the abundance of a trisaccharide, isoglobotriose, previously observed to be a major oligosaccharide in ursid milks. Three artificial milk formulae used to feed giant panda cubs were also analysed, and were found to differ markedly in component content from natural panda milk. These findings have implications for the dependence of the ontogeny of all species of bears, and potentially other members of the Carnivora and beyond, on the complexity and sequential changes in maternal provision of micrometabolites in the immediate period after birth.",m_MTBLS165_mature_metabolite_profiling_mass_spectrometry_v2_maf,glycerophospholipid,CHEBI:37739,86.52260337721047,0.011494059967181868,0.011494059967181868
MTBLS1791,Bioaccumulation of therapeutic drugs by human gut bacteria: secreted metabolite analysis (FIA-MS) (C.saccharolyticum;E.coli;L.plantarum;L.lactis;S.salivarius assays),"<p>Bacteria in the gut can modulate the availability and efficacy of therapeutic drugs. Interactions at this level have only recently started to being systematically mapped and the main underlying mechanism proposed is chemical transformation of drugs by microbes (biotransformation). Here, we investigated the depletion of 15 structurally diverse drugs by 25 representative gut bacterial strains. This revealed 70 bacteria-drug interactions, 29 of which had not been reported before.</p><p>Over half of the new interactions can be ascribed to bioaccumulation, that is bacteria storing the drug without chemically modifying it, and in most cases without their growth being affected. As a case in point, we studied the molecular basis of bioaccumulation of the widely used antidepressant duloxetine by using click-chemistry, thermal proteome profiling and metabolomics. We find that duloxetine binds to several metabolic enzymes and changes metabolite secretion of the respective bacteria. When tested in a defined microbial community of accumulators and non-accumulators, duloxetine markedly altered the community composition through metabolic cross-feeding. We further validated our findings in an animal model, showing that bioaccumulating bacteria attenuate the behavioral response of Caenorhabditis elegans to duloxetine.</p><p>Taken together, bioaccumulation by gut bacteria might be a common mechanism that alters drug availability and bacterial metabolism, with implications for microbiota composition, pharmacokinetics, side effects and drug responses, likely in an individual manner.</p><p><br></p><p>Linked studies;</p><p><strong>UPLC-MS/MS assays </strong>of <em>Bifidobacterium animalis</em> <em>subsp. lactis</em> are reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1264' rel='noopener noreferrer' target='_blank'><strong>MTBLS1264</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and <em>Escherichia coli </em>IAI1 is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1319' rel='noopener noreferrer' target='_blank'><strong>MTBLS1319</strong></a>.</p><p><strong>UPLC-MS/MS assays</strong> of <em>Escherichia coli </em>ED1a, <em>Clostridium saccharolyticum</em>, <em>Escherichia coli </em>IAI1, <em>Streptococcus salivarius</em>, <em>Eubacterium rectale</em>, <em>Lactobacillus plantarum</em> WCFS1 and <em>Lactococcus lactis subsp. lactis</em> Il1403 are reported in<a href='https://www.ebi.ac.uk/metabolights/MTBLS1627' rel='noopener noreferrer' target='_blank'> <strong>MTBLS1627</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Bacteroides uniformis </em>and <em>Clostridium saccharolyticum</em> is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1757' rel='noopener noreferrer' target='_blank'><strong>MTBLS1757</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Eubacterium rectale</em> and <em>Streptococcus salivarius</em> is reported in<strong> </strong><a href='https://www.ebi.ac.uk/metabolights/MTBLS1792' rel='noopener noreferrer' target='_blank'><strong>MTBLS1792</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and standards is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS2885' rel='noopener noreferrer' target='_blank'><strong>MTBLS2885</strong></a>.</p><p><br></p>",m_MTBLS1791_LC-MS_negative_direct-infusion_metabolite_profiling_v2_maf,diol,CHEBI:23824,217.35659171045265,0.0,0.0
MTBLS1791,Bioaccumulation of therapeutic drugs by human gut bacteria: secreted metabolite analysis (FIA-MS) (C.saccharolyticum;E.coli;L.plantarum;L.lactis;S.salivarius assays),"<p>Bacteria in the gut can modulate the availability and efficacy of therapeutic drugs. Interactions at this level have only recently started to being systematically mapped and the main underlying mechanism proposed is chemical transformation of drugs by microbes (biotransformation). Here, we investigated the depletion of 15 structurally diverse drugs by 25 representative gut bacterial strains. This revealed 70 bacteria-drug interactions, 29 of which had not been reported before.</p><p>Over half of the new interactions can be ascribed to bioaccumulation, that is bacteria storing the drug without chemically modifying it, and in most cases without their growth being affected. As a case in point, we studied the molecular basis of bioaccumulation of the widely used antidepressant duloxetine by using click-chemistry, thermal proteome profiling and metabolomics. We find that duloxetine binds to several metabolic enzymes and changes metabolite secretion of the respective bacteria. When tested in a defined microbial community of accumulators and non-accumulators, duloxetine markedly altered the community composition through metabolic cross-feeding. We further validated our findings in an animal model, showing that bioaccumulating bacteria attenuate the behavioral response of Caenorhabditis elegans to duloxetine.</p><p>Taken together, bioaccumulation by gut bacteria might be a common mechanism that alters drug availability and bacterial metabolism, with implications for microbiota composition, pharmacokinetics, side effects and drug responses, likely in an individual manner.</p><p><br></p><p>Linked studies;</p><p><strong>UPLC-MS/MS assays </strong>of <em>Bifidobacterium animalis</em> <em>subsp. lactis</em> are reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1264' rel='noopener noreferrer' target='_blank'><strong>MTBLS1264</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and <em>Escherichia coli </em>IAI1 is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1319' rel='noopener noreferrer' target='_blank'><strong>MTBLS1319</strong></a>.</p><p><strong>UPLC-MS/MS assays</strong> of <em>Escherichia coli </em>ED1a, <em>Clostridium saccharolyticum</em>, <em>Escherichia coli </em>IAI1, <em>Streptococcus salivarius</em>, <em>Eubacterium rectale</em>, <em>Lactobacillus plantarum</em> WCFS1 and <em>Lactococcus lactis subsp. lactis</em> Il1403 are reported in<a href='https://www.ebi.ac.uk/metabolights/MTBLS1627' rel='noopener noreferrer' target='_blank'> <strong>MTBLS1627</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Bacteroides uniformis </em>and <em>Clostridium saccharolyticum</em> is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1757' rel='noopener noreferrer' target='_blank'><strong>MTBLS1757</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Eubacterium rectale</em> and <em>Streptococcus salivarius</em> is reported in<strong> </strong><a href='https://www.ebi.ac.uk/metabolights/MTBLS1792' rel='noopener noreferrer' target='_blank'><strong>MTBLS1792</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and standards is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS2885' rel='noopener noreferrer' target='_blank'><strong>MTBLS2885</strong></a>.</p><p><br></p>",m_MTBLS1791_LC-MS_negative_direct-infusion_metabolite_profiling_v2_maf,fatty acid,CHEBI:35366,157.94589362932794,0.0,0.0
MTBLS1791,Bioaccumulation of therapeutic drugs by human gut bacteria: secreted metabolite analysis (FIA-MS) (C.saccharolyticum;E.coli;L.plantarum;L.lactis;S.salivarius assays),"<p>Bacteria in the gut can modulate the availability and efficacy of therapeutic drugs. Interactions at this level have only recently started to being systematically mapped and the main underlying mechanism proposed is chemical transformation of drugs by microbes (biotransformation). Here, we investigated the depletion of 15 structurally diverse drugs by 25 representative gut bacterial strains. This revealed 70 bacteria-drug interactions, 29 of which had not been reported before.</p><p>Over half of the new interactions can be ascribed to bioaccumulation, that is bacteria storing the drug without chemically modifying it, and in most cases without their growth being affected. As a case in point, we studied the molecular basis of bioaccumulation of the widely used antidepressant duloxetine by using click-chemistry, thermal proteome profiling and metabolomics. We find that duloxetine binds to several metabolic enzymes and changes metabolite secretion of the respective bacteria. When tested in a defined microbial community of accumulators and non-accumulators, duloxetine markedly altered the community composition through metabolic cross-feeding. We further validated our findings in an animal model, showing that bioaccumulating bacteria attenuate the behavioral response of Caenorhabditis elegans to duloxetine.</p><p>Taken together, bioaccumulation by gut bacteria might be a common mechanism that alters drug availability and bacterial metabolism, with implications for microbiota composition, pharmacokinetics, side effects and drug responses, likely in an individual manner.</p><p><br></p><p>Linked studies;</p><p><strong>UPLC-MS/MS assays </strong>of <em>Bifidobacterium animalis</em> <em>subsp. lactis</em> are reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1264' rel='noopener noreferrer' target='_blank'><strong>MTBLS1264</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and <em>Escherichia coli </em>IAI1 is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1319' rel='noopener noreferrer' target='_blank'><strong>MTBLS1319</strong></a>.</p><p><strong>UPLC-MS/MS assays</strong> of <em>Escherichia coli </em>ED1a, <em>Clostridium saccharolyticum</em>, <em>Escherichia coli </em>IAI1, <em>Streptococcus salivarius</em>, <em>Eubacterium rectale</em>, <em>Lactobacillus plantarum</em> WCFS1 and <em>Lactococcus lactis subsp. lactis</em> Il1403 are reported in<a href='https://www.ebi.ac.uk/metabolights/MTBLS1627' rel='noopener noreferrer' target='_blank'> <strong>MTBLS1627</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Bacteroides uniformis </em>and <em>Clostridium saccharolyticum</em> is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1757' rel='noopener noreferrer' target='_blank'><strong>MTBLS1757</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Eubacterium rectale</em> and <em>Streptococcus salivarius</em> is reported in<strong> </strong><a href='https://www.ebi.ac.uk/metabolights/MTBLS1792' rel='noopener noreferrer' target='_blank'><strong>MTBLS1792</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and standards is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS2885' rel='noopener noreferrer' target='_blank'><strong>MTBLS2885</strong></a>.</p><p><br></p>",m_MTBLS1791_LC-MS_negative_direct-infusion_metabolite_profiling_v2_maf,monosaccharide,CHEBI:35381,220.4819419866982,0.0,0.0
MTBLS1791,Bioaccumulation of therapeutic drugs by human gut bacteria: secreted metabolite analysis (FIA-MS) (C.saccharolyticum;E.coli;L.plantarum;L.lactis;S.salivarius assays),"<p>Bacteria in the gut can modulate the availability and efficacy of therapeutic drugs. Interactions at this level have only recently started to being systematically mapped and the main underlying mechanism proposed is chemical transformation of drugs by microbes (biotransformation). Here, we investigated the depletion of 15 structurally diverse drugs by 25 representative gut bacterial strains. This revealed 70 bacteria-drug interactions, 29 of which had not been reported before.</p><p>Over half of the new interactions can be ascribed to bioaccumulation, that is bacteria storing the drug without chemically modifying it, and in most cases without their growth being affected. As a case in point, we studied the molecular basis of bioaccumulation of the widely used antidepressant duloxetine by using click-chemistry, thermal proteome profiling and metabolomics. We find that duloxetine binds to several metabolic enzymes and changes metabolite secretion of the respective bacteria. When tested in a defined microbial community of accumulators and non-accumulators, duloxetine markedly altered the community composition through metabolic cross-feeding. We further validated our findings in an animal model, showing that bioaccumulating bacteria attenuate the behavioral response of Caenorhabditis elegans to duloxetine.</p><p>Taken together, bioaccumulation by gut bacteria might be a common mechanism that alters drug availability and bacterial metabolism, with implications for microbiota composition, pharmacokinetics, side effects and drug responses, likely in an individual manner.</p><p><br></p><p>Linked studies;</p><p><strong>UPLC-MS/MS assays </strong>of <em>Bifidobacterium animalis</em> <em>subsp. lactis</em> are reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1264' rel='noopener noreferrer' target='_blank'><strong>MTBLS1264</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and <em>Escherichia coli </em>IAI1 is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1319' rel='noopener noreferrer' target='_blank'><strong>MTBLS1319</strong></a>.</p><p><strong>UPLC-MS/MS assays</strong> of <em>Escherichia coli </em>ED1a, <em>Clostridium saccharolyticum</em>, <em>Escherichia coli </em>IAI1, <em>Streptococcus salivarius</em>, <em>Eubacterium rectale</em>, <em>Lactobacillus plantarum</em> WCFS1 and <em>Lactococcus lactis subsp. lactis</em> Il1403 are reported in<a href='https://www.ebi.ac.uk/metabolights/MTBLS1627' rel='noopener noreferrer' target='_blank'> <strong>MTBLS1627</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Bacteroides uniformis </em>and <em>Clostridium saccharolyticum</em> is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS1757' rel='noopener noreferrer' target='_blank'><strong>MTBLS1757</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Eubacterium rectale</em> and <em>Streptococcus salivarius</em> is reported in<strong> </strong><a href='https://www.ebi.ac.uk/metabolights/MTBLS1792' rel='noopener noreferrer' target='_blank'><strong>MTBLS1792</strong></a>.</p><p><strong>UPLC-MS/MS assay</strong> of <em>Lacrimispora saccharolytica</em> and standards is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS2885' rel='noopener noreferrer' target='_blank'><strong>MTBLS2885</strong></a>.</p><p><br></p>",m_MTBLS1791_LC-MS_negative_direct-infusion_metabolite_profiling_v2_maf,dipeptide,CHEBI:46761,348.4398411053454,0.0,0.0
